title,artist,id,spotifyURL,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,key
I'm Not In Love,Ber,5HQEmiV2lKnSO6qa2fsR7x,https://open.spotify.com/track/5HQEmiV2lKnSO6qa2fsR7x,0.685,0.404,366640,0.523,0.000498,0.282,-15.7,1,0.0575,133.738,4,0.164,4
Keep It Gold,Surfaces,6qQ0uZlb0ksgZ53OhsAHGM,https://open.spotify.com/track/6qQ0uZlb0ksgZ53OhsAHGM,0.0557,0.786,247813,0.671,0,0.276,-6.891,1,0.0394,104.987,4,0.647,11
Pink Ocean,The Voidz,4WFcerMZkAIcIizZYXNNrb,https://open.spotify.com/track/4WFcerMZkAIcIizZYXNNrb,0.343,0.594,326707,0.889,0.599,0.385,-3.701,1,0.0407,96.986,4,0.646,2
Good News,Mac Miller,5JmHiLoaUWE3kokwxAlCzV,https://open.spotify.com/track/5JmHiLoaUWE3kokwxAlCzV,0.0328,0.333,546799,0.84,0,0.772,-3.808,1,0.0846,131.97,4,0.286,5
coming of age,mxmtoon,6DdBrebXDXdTkN0Zb64O6p,https://open.spotify.com/track/6DdBrebXDXdTkN0Zb64O6p,0.00219,0.686,160267,0.689,0.0000696,0.303,-5.671,1,0.0465,129.951,4,0.523,10
For Life,EXO,0BV2XAdZngCPS8xUpEXYbq,https://open.spotify.com/track/0BV2XAdZngCPS8xUpEXYbq,0.645,0.885,145961,0.573,0,0.0979,-4.315,0,0.144,107.963,4,0.808,8
Yellow Cab,DPR LIVE,6KZ5tQzMzradTe0pxsfObz,https://open.spotify.com/track/6KZ5tQzMzradTe0pxsfObz,0.17,0.704,205600,0.585,0.000231,0.114,-6.53,0,0.292,163.99,4,0.701,9
New Guru,Vulfpeck,1iDxNtb7jleE8GqD4m81dA,https://open.spotify.com/track/1iDxNtb7jleE8GqD4m81dA,0.02,0.79,204175,0.572,0,0.152,-9.072,0,0.176,132.531,4,0.745,6
Patrol Acrobatique,The Fearless Flyers,37nNjtdPywMHpMZumunVP7,https://open.spotify.com/track/37nNjtdPywMHpMZumunVP7,0.0113,0.719,96884,0.786,0.95,0.143,-7.139,0,0.109,129.556,4,0.865,8
parking lot view,almost monday,3g4o4r0eC0aySaIRNCheL2,https://open.spotify.com/track/3g4o4r0eC0aySaIRNCheL2,0.106,0.743,179204,0.883,0,0.976,-4.565,0,0.0406,112.993,4,0.949,11
Lion and the Lamb - Studio,Leeland,1uneiO81sTTdPvsjr54yPK,https://open.spotify.com/track/1uneiO81sTTdPvsjr54yPK,0.0202,0.346,271533,0.806,0,0.0951,-5.828,1,0.0415,175.891,4,0.224,11
Shouldn't Couldn't Wouldn't,88rising,16ox7ZM0ozbzBOTjFecYuY,https://open.spotify.com/track/16ox7ZM0ozbzBOTjFecYuY,0.41,0.454,195052,0.379,0.00000253,0.0837,-8.199,1,0.132,169.055,3,0.275,5
we made it.,david hugo,6IZcstDyHttGulqxPpY7xe,https://open.spotify.com/track/6IZcstDyHttGulqxPpY7xe,0.0706,0.653,164662,0.515,0,0.0756,-7.906,1,0.267,176.05,4,0.674,5
9-TEEN,SEVENTEEN,5G5MW3CIQ26AV08Yl7UV6m,https://open.spotify.com/track/5G5MW3CIQ26AV08Yl7UV6m,0.0503,0.564,197898,0.776,0,0.396,-5.101,0,0.178,160.049,4,0.693,11
drive all night,joan,3HuUc4Fpvg0EYvpPduj2kC,https://open.spotify.com/track/3HuUc4Fpvg0EYvpPduj2kC,0.217,0.388,506733,0.236,0.00000907,0.101,-13.767,1,0.0295,126.455,4,0.456,5
Booster,Stray Kids,3764NpxjyIk56x4iwNEedy,https://open.spotify.com/track/3764NpxjyIk56x4iwNEedy,0.185,0.615,108487,0.572,0,0.203,-8.794,1,0.224,180.171,4,0.697,6
Who's Got You Singing Again,PREP,4das7B7F5UKxSpWTyAzlon,https://open.spotify.com/track/4das7B7F5UKxSpWTyAzlon,0.532,0.83,264204,0.501,0.00131,0.0985,-6.223,1,0.0308,117.995,4,0.481,0
Line by Line,PREP,2gA74HvN6NKFrhgzpd5oNE,https://open.spotify.com/track/2gA74HvN6NKFrhgzpd5oNE,0.274,0.645,208187,0.486,0,0.135,-7.299,1,0.0425,72.536,4,0.453,0
Put The Money In The Bag,Yuno Miles,02JVNx4XNaaLHJM6pk9UBa,https://open.spotify.com/track/02JVNx4XNaaLHJM6pk9UBa,0.0848,0.909,120424,0.378,0,0.0643,-11.36,0,0.332,145.132,4,0.636,6
Circles,Mac Miller,21jGcNKet2qwijlDFuPiPb,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,0.192,0.695,215280,0.762,0.00244,0.0863,-3.497,1,0.0395,120.042,4,0.553,0
Don't Fade Away,Beach Fossils,55YY7cmB3jkIJq54cC7G4W,https://open.spotify.com/track/55YY7cmB3jkIJq54cC7G4W,0.00069,0.641,202622,0.869,0.333,0.171,-8.323,0,0.0284,128.027,4,0.96,2
Roll with It - Remastered,Oasis,3czgcbI4YZ4Gg29DOYFAnd,https://open.spotify.com/track/3czgcbI4YZ4Gg29DOYFAnd,0.0298,0.223,240093,0.985,0.000424,0.11,-1.909,0,0.0957,126.612,4,0.139,9
False Direction,Dayglow,110PnrQX9AJIt3HNJtjPgt,https://open.spotify.com/track/110PnrQX9AJIt3HNJtjPgt,0.0306,0.679,277200,0.582,0.000932,0.108,-10.459,1,0.0615,149.975,4,0.767,11
say what's on your mind,slchld,0JKzJAkRRdqrfT7qjkp9Bx,https://open.spotify.com/track/0JKzJAkRRdqrfT7qjkp9Bx,0.764,0.636,257933,0.503,0.528,0.159,-9.245,0,0.0344,80.988,4,0.492,7
Magenta Mountain,King Gizzard & The Lizard Wizard,23azGRczkSa6JF9JKKiBh2,https://open.spotify.com/track/23azGRczkSa6JF9JKKiBh2,0.0317,0.666,364600,0.657,0.819,0.0981,-8.726,1,0.0318,92.747,4,0.434,1
Diamonds + And Pearls,DPR LIVE,40rVLjYfsdHCANX7oUGCsF,https://open.spotify.com/track/40rVLjYfsdHCANX7oUGCsF,0.0532,0.549,285267,0.547,0.321,0.0655,-10.119,1,0.0328,81.051,4,0.287,7
All That I Need,Ebony Loren,1YEc4P48PIWSPNip6FaI3T,https://open.spotify.com/track/1YEc4P48PIWSPNip6FaI3T,0.696,0.807,222458,0.31,0,0.169,-8.069,1,0.0761,117.968,4,0.63,2
Slow Song (with Dragonette),The Knocks,6zTbYrkYJSiNOw6jL7nM5H,https://open.spotify.com/track/6zTbYrkYJSiNOw6jL7nM5H,0.0205,0.77,253723,0.743,0.0003,0.144,-3.251,1,0.0299,123.014,4,0.843,6
Automatic,Lake Street Dive,6B0aG1rWNBalza8WBfziqK,https://open.spotify.com/track/6B0aG1rWNBalza8WBfziqK,0.00041,0.82,109702,0.355,0,0.314,-9.081,1,0.475,105.329,5,0.349,1
If I Weren't Me,Katherine Li,5VGDusp81Ed3T9xACRw5Os,https://open.spotify.com/track/5VGDusp81Ed3T9xACRw5Os,0.192,0.559,151631,0.532,0.00946,0.263,-6.698,1,0.0264,99.935,3,0.113,7
心如止水,Ice Paper,2ErM6AMwNXk9FJGS1B1g8o,https://open.spotify.com/track/2ErM6AMwNXk9FJGS1B1g8o,0.575,0.882,185391,0.303,0,0.194,-8.856,1,0.192,128.014,4,0.601,6
紅豆,Khalil Fong,5l94Up12BJSjhH7Mhr2ji4,https://open.spotify.com/track/5l94Up12BJSjhH7Mhr2ji4,0.27,0.554,256027,0.408,0.00000653,0.26,-10.609,1,0.0317,111.821,4,0.17,0
dramatic,Cat & Calmell,4bUlr9mJnlF96NpvzxmcH0,https://open.spotify.com/track/4bUlr9mJnlF96NpvzxmcH0,0.0179,0.551,198965,0.999,0,0.271,-1.489,1,0.226,151.094,4,0.405,0
Jericho,Landon Conrath,4ztdjZ2t7BVo5DLIFQBdJh,https://open.spotify.com/track/4ztdjZ2t7BVo5DLIFQBdJh,0.528,0.721,158133,0.541,0,0.13,-8.924,0,0.12,153.919,4,0.616,2
Same God - Radio Version,Elevation Worship,2nidf7ZSu4eyL0jYpA6vrE,https://open.spotify.com/track/2nidf7ZSu4eyL0jYpA6vrE,0.0409,0.329,264269,0.531,0,0.135,-8.957,1,0.0327,73.859,4,0.134,1
Gift,MeloMance,0BXq8S0IVCFn3N1240xbp2,https://open.spotify.com/track/0BXq8S0IVCFn3N1240xbp2,0.182,0.574,130909,0.97,0.367,0.138,-6.012,1,0.0413,165.005,4,0.25,0
Tunnel of Love,ilyTOMMY,5VUQOqQmadEMFHf9PJneyK,https://open.spotify.com/track/5VUQOqQmadEMFHf9PJneyK,0.302,0.684,142365,0.636,0.498,0.0972,-12.096,0,0.0978,160.013,4,0.616,7
BUNKER/PREROLL,mynameisntjmack,4nPeNi0XkuoYcuIshqcYVn,https://open.spotify.com/track/4nPeNi0XkuoYcuIshqcYVn,0.112,0.869,120000,0.376,0.0000581,0.111,-8.458,0,0.364,148.019,4,0.879,11
library of the universe,cosmic collective,1CxvQ7PBZAa6TRgTTsSyhl,https://open.spotify.com/track/1CxvQ7PBZAa6TRgTTsSyhl,0.0978,0.723,62216,0.801,0.827,0.386,-8.253,1,0.113,87.95,4,0.918,4
Martin Luther,Yuno Miles,6UQBF5uP5wr6hNXlwzprjS,https://open.spotify.com/track/6UQBF5uP5wr6hNXlwzprjS,0.298,0.68,75324,0.441,0.00000232,0.119,-8.385,1,0.466,125.924,5,0.152,7
Under the Sun,DIIV,6MF4tRr5lU8qok8IKaFOBE,https://open.spotify.com/track/6MF4tRr5lU8qok8IKaFOBE,0.511,0.691,202040,0.64,0,0.409,-6.441,1,0.369,138.672,4,0.163,0
7PM,Lilacs.,6tAPw1Rtt3SGEOm6ohYi8l,https://open.spotify.com/track/6tAPw1Rtt3SGEOm6ohYi8l,0.0354,0.833,195133,0.555,0,0.113,-5.18,1,0.0566,120.006,4,0.731,8
Atop a Cake,Alvvays,6LC4cyrlOPeg2WXijaYrgj,https://open.spotify.com/track/6LC4cyrlOPeg2WXijaYrgj,0.33,0.283,199573,0.837,0.492,0.346,-3.863,1,0.0529,167.387,4,0.453,4
How Was Your Day?,Mellow Fellow,2E01rRrzaz6TuwCdm27m4m,https://open.spotify.com/track/2E01rRrzaz6TuwCdm27m4m,0.0472,0.447,188787,0.442,0.000559,0.331,-11.221,0,0.0471,159.967,4,0.776,8
タイム・リミット,CASIOPEA,0MaM0yE9EdQEJwDfs6EAZ9,https://open.spotify.com/track/0MaM0yE9EdQEJwDfs6EAZ9,0.156,0.614,187200,0.712,0.791,0.0711,-9.198,0,0.05,129.188,4,0.666,9
To Myself,DPR LIVE,1PCkbjg2mFmrGAqdP8LB8F,https://open.spotify.com/track/1PCkbjg2mFmrGAqdP8LB8F,0.153,0.772,213447,0.836,0,0.767,-6.075,1,0.186,119.974,4,0.708,11
thirst,DPR LIVE,2TPmjAg6ua4womsSaiNpdk,https://open.spotify.com/track/2TPmjAg6ua4womsSaiNpdk,0.00823,0.615,301896,0.605,0.000199,0.176,-5.639,0,0.0333,104.19,4,0.0861,8
Summer Tights,DPR LIVE,6KeIkgoC8SUeJ4VPw5Lkx8,https://open.spotify.com/track/6KeIkgoC8SUeJ4VPw5Lkx8,0.504,0.832,214813,0.64,0,0.0871,-6.853,0,0.082,119.915,4,0.846,6
20,SEVENTEEN,4h6ViRoztTBpWcJ1zFT9Zg,https://open.spotify.com/track/4h6ViRoztTBpWcJ1zFT9Zg,0.739,0.569,198160,0.299,0,0.054,-8.603,1,0.275,81.049,4,0.505,11
Don't I Make It Look Easy,Meghan Trainor,0EH80ahvwYhuDZbRKUSkbW,https://open.spotify.com/track/0EH80ahvwYhuDZbRKUSkbW,0.0624,0.628,154888,0.742,0,0.274,-4.51,1,0.0668,148.756,4,0.829,0
Consider Me,Allen Stone,6eA8pANu9ryDcoTTe5myKk,https://open.spotify.com/track/6eA8pANu9ryDcoTTe5myKk,0.195,0.469,184952,0.664,0,0.101,-5.138,0,0.0806,77.767,4,0.527,9
Dancing My Way,Wyn Starks,2t8bKoVLWfyPVAybGJqc8u,https://open.spotify.com/track/2t8bKoVLWfyPVAybGJqc8u,0.447,0.715,184849,0.708,0.0000846,0.225,-7.398,1,0.18,168.844,4,0.766,0
Steady Love,Ben Rector,6UOkF086zUgYXnqFxqUvEI,https://open.spotify.com/track/6UOkF086zUgYXnqFxqUvEI,0.843,0.678,224333,0.277,0.00000391,0.104,-10.537,1,0.0602,76.935,4,0.238,11
The Feeling,Sammy Rae & The Friends,2ex7NzlDpZ7uIqVd6sQIX4,https://open.spotify.com/track/2ex7NzlDpZ7uIqVd6sQIX4,0.00207,0.755,512000,0.603,0.906,0.0881,-12.081,0,0.0761,123.998,4,0.0592,11
Without You - Acoustic Version,高爾宣 OSN,3dGkfiu2IKSWZRfmBoUxvV,https://open.spotify.com/track/3dGkfiu2IKSWZRfmBoUxvV,0.59,0.544,204156,0.715,0,0.0624,-3.333,1,0.0478,153.894,4,0.573,8
OH NO!,Cody Lovaas,1vPBFWHQnKaDHr5wAT6szU,https://open.spotify.com/track/1vPBFWHQnKaDHr5wAT6szU,0.64,0.776,168847,0.519,0,0.11,-5.434,1,0.0421,142.108,4,0.854,9
Treasure - Cash Cash Radio Mix,Bruno Mars,7dQGDSVjt1vS6BsDURjYhS,https://open.spotify.com/track/7dQGDSVjt1vS6BsDURjYhS,0.101,0.664,208279,0.944,0,0.766,-2.027,0,0.0996,121.931,4,0.745,5
Don't Lose Sight,Lawrence,5PEIORAOmwjDV7OYzxHsvd,https://open.spotify.com/track/5PEIORAOmwjDV7OYzxHsvd,0.0767,0.539,208067,0.741,0.00000704,0.144,-5.075,0,0.244,153.921,4,0.75,7
Don't Mind If I Do,Mac Miller,1U6Ejld67ky0fyVFv7bXH5,https://open.spotify.com/track/1U6Ejld67ky0fyVFv7bXH5,0.15,0.737,138287,0.921,0,0.301,-4.91,1,0.213,105.055,4,0.713,6
Cheapest Flight,PREP,7xvpgEWTUWekq9uBcyW3yu,https://open.spotify.com/track/7xvpgEWTUWekq9uBcyW3yu,0.285,0.676,268461,0.653,0.0000121,0.137,-5.228,0,0.0371,80.002,4,0.562,5
Lying Through Their Teeth,Krooked Kings,1fUtTyrHCDELiSoUE2zw7h,https://open.spotify.com/track/1fUtTyrHCDELiSoUE2zw7h,0.00169,0.641,157066,0.881,0.0000516,0.175,-5.495,1,0.0284,103.494,4,0.336,0
Move! (Prod. Slom),pH-1,7egXoFXUqXCE1FT73wHNCK,https://open.spotify.com/track/7egXoFXUqXCE1FT73wHNCK,0.0236,0.893,168363,0.818,0.0000015,0.205,-5.136,1,0.0947,126.026,4,0.699,1
The City,The 1975,3aLbDGVIbZHUDjQXjfrvBP,https://open.spotify.com/track/3aLbDGVIbZHUDjQXjfrvBP,0.083,0.532,192133,0.807,0,0.123,-4.281,1,0.0527,166.925,4,0.335,1
UGH!,The 1975,2QZe2H1f03t5PJWEMg2Mbe,https://open.spotify.com/track/2QZe2H1f03t5PJWEMg2Mbe,0.0394,0.72,225012,0.824,0,0.0509,-5.086,0,0.128,165.996,4,0.333,10
Indiana Jones,Yuno Miles,5QMytOF6piEYwZDCHbjxTf,https://open.spotify.com/track/5QMytOF6piEYwZDCHbjxTf,0.695,0.265,309830,0.423,0.796,0.111,-12.052,1,0.0355,131.565,4,0.118,5
Hello, Anxiety,Phum Viphurit,1ZseaIKt19broBzze3F8hz,https://open.spotify.com/track/1ZseaIKt19broBzze3F8hz,0.589,0.84,264762,0.495,0.552,0.103,-9.54,1,0.0406,125.993,4,0.808,9
Car Crash,eaJ,5CKMxyl7q4p0QdpYTesuCZ,https://open.spotify.com/track/5CKMxyl7q4p0QdpYTesuCZ,0.277,0.709,132000,0.517,0.118,0.484,-8.077,1,0.0335,105.369,4,0.429,7
Tap Out,The Strokes,2ThdB23G9Rgf1ExndFGEEg,https://open.spotify.com/track/2ThdB23G9Rgf1ExndFGEEg,0.0176,0.737,222360,0.745,0.381,0.306,-5.944,1,0.0351,115.989,4,0.629,9
Kepler-22b,King Gizzard & The Lizard Wizard,1d7amkMBfY5jwDaVYpWKUv,https://open.spotify.com/track/1d7amkMBfY5jwDaVYpWKUv,0.0203,0.674,192961,0.884,0.489,0.109,-6.062,1,0.0988,101.062,4,0.916,1
Traingazing,Sam Wills,4NXAzqCSOQP0UFnxOIhdXh,https://open.spotify.com/track/4NXAzqCSOQP0UFnxOIhdXh,0.693,0.852,214160,0.362,0.00536,0.14,-10.055,1,0.0664,137.542,4,0.562,11
27,Machine Gun Kelly,6Ep56mDirnv1ORaxN061KY,https://open.spotify.com/track/6Ep56mDirnv1ORaxN061KY,0.0266,0.79,136647,0.506,0,0.121,-12.272,0,0.503,130.006,5,0.514,1
Supply & Demand,Wilder Woods,0tsUIJakq2RksuC1YixAHX,https://open.spotify.com/track/0tsUIJakq2RksuC1YixAHX,0.0273,0.492,196451,0.804,0.00000155,0.071,-5.053,1,0.078,159.956,4,0.574,8
Vibes,Chase Atlantic,0fySG6A6qLE8IvDpayb5bM,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,0.113,0.768,144935,0.652,0,0.107,-2.708,0,0.307,154.187,4,0.777,1
No Worries,Devin Kennedy,6bdFbw9THAMceZtkPWXu8e,https://open.spotify.com/track/6bdFbw9THAMceZtkPWXu8e,0.0947,0.831,222867,0.616,0,0.11,-5.611,1,0.153,128.012,4,0.817,5
Here I Bow,Jenn Johnson,7GyQgas0eSlLfyvXkZKzYN,https://open.spotify.com/track/7GyQgas0eSlLfyvXkZKzYN,0.678,0.389,255667,0.45,0.00000133,0.101,-7.399,1,0.0282,137.953,4,0.218,2
Oblivius,The Strokes,6y4ySPeb68KGoAi1dk130F,https://open.spotify.com/track/6y4ySPeb68KGoAi1dk130F,0.0957,0.468,299233,0.888,0.648,0.151,-4.463,1,0.0517,102.959,4,0.432,8
Secret,Joshua Bassett,7eoC95sT8KxeZGPAikDOAm,https://open.spotify.com/track/7eoC95sT8KxeZGPAikDOAm,0.0557,0.577,229160,0.486,0,0.2,-6.966,0,0.0548,138.172,3,0.236,9
Square (2017),Yerin Baek,13On7DYsJ3IrWxBWuOwM8t,https://open.spotify.com/track/13On7DYsJ3IrWxBWuOwM8t,0.0633,0.504,261763,0.79,0,0.26,-5.254,1,0.0399,99.916,4,0.528,8
Would You Mind,HYBS,4vlL7HTI5eVGBYOb1w7Goi,https://open.spotify.com/track/4vlL7HTI5eVGBYOb1w7Goi,0.00613,0.645,179689,0.753,0,0.0685,-4.929,0,0.122,115.792,4,0.498,5
Then Because She Goes,The 1975,1VP6X2WDJuBGvIZkTKFhF5,https://open.spotify.com/track/1VP6X2WDJuBGvIZkTKFhF5,0.00000676,0.424,127343,0.619,0.164,0.214,-5.925,1,0.0434,120.022,4,0.454,2
Flexorcist,The Voidz,2P4FWhDB0wxPyULFAAmx15,https://open.spotify.com/track/2P4FWhDB0wxPyULFAAmx15,0.00533,0.431,357464,0.649,0.738,0.092,-6.483,1,0.0436,115.965,4,0.665,9
Leave It In My Dreams,The Voidz,31u6rUeIEXGrYVoh10U7eu,https://open.spotify.com/track/31u6rUeIEXGrYVoh10U7eu,0.0226,0.6,239442,0.746,0.0119,0.109,-4.696,0,0.0355,118.551,4,0.614,4
Hula Hoops,DPR LIVE,5FsdBmqWWfS6S5X4NfmxSh,https://open.spotify.com/track/5FsdBmqWWfS6S5X4NfmxSh,0.214,0.758,203067,0.852,0,0.112,-5.34,0,0.253,109.868,4,0.665,3
sheluvme,Tai Verdes,64Ds8EuwkeGSOeXDzXLRZz,https://open.spotify.com/track/64Ds8EuwkeGSOeXDzXLRZz,0.514,0.543,150840,0.677,0.0000119,0.239,-5.203,1,0.284,82.36,4,0.712,8
Good Life,Sammy Rae & The Friends,4ZPdLEztrlZqbJkgHNw54L,https://open.spotify.com/track/4ZPdLEztrlZqbJkgHNw54L,0.00305,0.439,207000,0.808,0,0.439,-6.881,1,0.346,82.962,4,0.487,1
Another In The Fire - Live,Hillsong UNITED,5PmHmU5AaBy9ld3bdQkD96,https://open.spotify.com/track/5PmHmU5AaBy9ld3bdQkD96,0.000614,0.451,393360,0.688,0,0.141,-7.843,1,0.0358,135.066,4,0.0827,0
Charlie Be Quiet!,Charlie Puth,2NGPPfcQfNm3f2ym3WHBuf,https://open.spotify.com/track/2NGPPfcQfNm3f2ym3WHBuf,0.205,0.753,128364,0.662,0.00000366,0.0851,-4.25,1,0.0702,94.958,4,0.466,8
Cutting My Fingers Off,Turnover,0Wl2RALqRacaIJhnlRHK8J,https://open.spotify.com/track/0Wl2RALqRacaIJhnlRHK8J,0.0421,0.419,195984,0.665,0.0675,0.125,-7.868,1,0.0367,157.064,4,0.245,5
Nice to See You,Vansire,2SqEopjZJjyAAp2nFkJi7i,https://open.spotify.com/track/2SqEopjZJjyAAp2nFkJi7i,0.42,0.541,181678,0.535,0.632,0.261,-9.742,1,0.0321,78.893,4,0.351,1
Out Getting Ribs,King Krule,30JUrbIq4PsRjIvDz8freE,https://open.spotify.com/track/30JUrbIq4PsRjIvDz8freE,0.619,0.509,256000,0.403,0.000496,0.383,-9.862,1,0.0299,117.241,4,0.0838,2
Planet God Damn (feat. Njomza),Mac Miller,7bd0BC9RNR6GxJsM3pRwBw,https://open.spotify.com/track/7bd0BC9RNR6GxJsM3pRwBw,0.633,0.643,191747,0.491,0.000109,0.104,-12.87,0,0.641,173.147,4,0.431,9
Put Me Thru,Anderson .Paak,70SjyVMzhmMeJQD8hOmIBp,https://open.spotify.com/track/70SjyVMzhmMeJQD8hOmIBp,0.0459,0.732,160760,0.789,0.0000311,0.123,-3.717,0,0.0476,107.978,4,0.607,5
Somebody New,Sophia James,2vcfImyMOQjYhnKOVkjoIR,https://open.spotify.com/track/2vcfImyMOQjYhnKOVkjoIR,0.0000491,0.456,206320,0.94,0.000165,0.328,-3.334,0,0.0703,174.038,4,0.463,3
Across the Room,Public Library Commute,4YaNLEPw3MrIgkGOkBrAh2,https://open.spotify.com/track/4YaNLEPw3MrIgkGOkBrAh2,0.0155,0.566,283538,0.587,0.0000205,0.111,-5.96,1,0.0308,82.046,4,0.246,6
From Home,NCT U,3SHcE3vk03KHPKHzvTKs5j,https://open.spotify.com/track/3SHcE3vk03KHPKHzvTKs5j,0.516,0.622,260320,0.859,0,0.361,-3.034,1,0.0563,131.989,4,0.457,1
24,sundial,6b8Be6ljOzmkOmFslEb23P,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,0.034,0.818,225983,0.803,0,0.153,-4.282,1,0.0797,106.97,4,0.632,1
Lancaster Nights,Charlie Burg,48jV8AW50589btXi0Hs5f4,https://open.spotify.com/track/48jV8AW50589btXi0Hs5f4,0.179,0.745,190470,0.387,0.00633,0.0736,-12.839,0,0.0327,95.985,4,0.772,1
ghost town,JVKE,7vgTNTaEz3CsBZ1N4YQalM,https://open.spotify.com/track/7vgTNTaEz3CsBZ1N4YQalM,0.0969,0.573,271387,0.545,0,0.329,-4.247,0,0.0288,83.378,4,0.297,7
Pretty Face,PUBLIC,07tbYac108weqzeP7Bhwon,https://open.spotify.com/track/07tbYac108weqzeP7Bhwon,0.00235,0.538,230787,0.89,0,0.354,-3.193,1,0.0489,143.022,4,0.628,11
Tonight (I Wish I Was Your Boy),The 1975,7DmTaJoM7L020qm3egqNsM,https://open.spotify.com/track/7DmTaJoM7L020qm3egqNsM,0.122,0.478,247265,0.456,0.0000198,0.214,-6.844,1,0.0529,171.9,4,0.268,7
She's American,The 1975,51cd3bzVmLAjlnsSZn4ecW,https://open.spotify.com/track/51cd3bzVmLAjlnsSZn4ecW,0.167,0.647,270107,0.857,0.000437,0.0763,-3.94,1,0.0547,115.976,4,0.55,1
Daydreaming,NxWorries,3kkCmhk6Uy1k4c1ahiYvoN,https://open.spotify.com/track/3kkCmhk6Uy1k4c1ahiYvoN,0.00771,0.496,136487,0.944,0.128,0.0627,-4.05,1,0.0469,168.844,4,0.455,6
Take Me With You,Neck Deep,3GpoRL1PBnTerVSaVG5tGW,https://open.spotify.com/track/3GpoRL1PBnTerVSaVG5tGW,0.0000628,0.391,197320,0.929,0.0017,0.402,-3.183,1,0.0847,186.083,4,0.836,11
23,Chase Atlantic,1ZpPaBDswjV3VSUKqLDXPE,https://open.spotify.com/track/1ZpPaBDswjV3VSUKqLDXPE,0.276,0.626,228145,0.583,0,0.141,-7.346,0,0.0318,87.977,4,0.428,0
lay it down,Steelix,0npGoOENjn7vVvIMmvWekQ,https://open.spotify.com/track/0npGoOENjn7vVvIMmvWekQ,0.017,0.527,240107,0.796,0,0.0798,-5.111,0,0.062,155.99,4,0.534,1
Kick It to Me,Sammy Rae & The Friends,6QZbDUZEgkwaVWROtWzjQ0,https://open.spotify.com/track/6QZbDUZEgkwaVWROtWzjQ0,0.533,0.597,387600,0.675,0.0000145,0.168,-6.431,1,0.0569,160.057,4,0.823,2
Apollo,St. Paul & The Broken Bones,4AmmVjBLM2vICsO3tgTP0E,https://open.spotify.com/track/4AmmVjBLM2vICsO3tgTP0E,0.117,0.483,150340,0.611,0,0.111,-6.33,1,0.0994,103.308,4,0.325,1
Talk It Up,Sammy Rae & The Friends,7FQCZ5i5bmQ76LoGHyVcX0,https://open.spotify.com/track/7FQCZ5i5bmQ76LoGHyVcX0,0.593,0.524,238480,0.733,0,0.0931,-4.669,1,0.0938,112.716,4,0.674,7
Drunk On A Flight,Eloise,61gNWcpFdezb20Oc4uMrr6,https://open.spotify.com/track/61gNWcpFdezb20Oc4uMrr6,0.711,0.679,182857,0.42,0.00602,0.296,-7.795,1,0.0912,125.76,3,0.534,7
lowercase,Landon Conrath,7uy7ZDVB2E66cXEQJsC6Bz,https://open.spotify.com/track/7uy7ZDVB2E66cXEQJsC6Bz,0.268,0.737,158852,0.571,0.0000313,0.147,-9.289,1,0.106,174.968,4,0.836,11
GROWING UP IS _____,Ruel,4KkjSqBzF06TS1fhasBQWH,https://open.spotify.com/track/4KkjSqBzF06TS1fhasBQWH,0.0012,0.674,233587,0.719,0.000118,0.231,-5.69,1,0.029,112.542,4,0.494,0
Dræm Girl,No Vacation,6lbLn5iL2NBJnbib7bTXMn,https://open.spotify.com/track/6lbLn5iL2NBJnbib7bTXMn,0.00164,0.192,234607,0.952,0.716,0.307,-5.888,1,0.258,172.752,4,0.262,2
10:36,beabadoobee,1FPTtFzvWMtV1A7ouK78at,https://open.spotify.com/track/1FPTtFzvWMtV1A7ouK78at,0.000945,0.611,195067,0.928,0.0171,0.0667,-4.543,1,0.0408,127.998,4,0.835,2
New To You (with Normani, Tinashe & Offset),Calvin Harris,5Axapk6xMmSHK2A75EZiYo,https://open.spotify.com/track/5Axapk6xMmSHK2A75EZiYo,0.371,0.728,302613,0.707,0.00107,0.138,-5.09,1,0.0435,96.017,4,0.802,8
Been Through,EXO,5pesNiBKAx8JNwK2mQ2HEc,https://open.spotify.com/track/5pesNiBKAx8JNwK2mQ2HEc,0.235,0.629,218090,0.575,0,0.0935,-5.763,0,0.0354,136.053,4,0.239,6
Do You Like Me?,Daniel Caesar,4deAN7JXhdHHifxOp0TTjU,https://open.spotify.com/track/4deAN7JXhdHHifxOp0TTjU,0.531,0.701,227520,0.398,0.00689,0.125,-6.938,1,0.0463,76.995,4,0.367,11
ghosts,Highvyn,3TljdWrXAgrEnyU00PM6CQ,https://open.spotify.com/track/3TljdWrXAgrEnyU00PM6CQ,0.0000695,0.546,194987,0.671,0.0145,0.217,-9.663,1,0.0761,128.011,4,0.382,8
Martini Blue,DPR LIVE,7zDu3l7DDlfSlt20YMKkWo,https://open.spotify.com/track/7zDu3l7DDlfSlt20YMKkWo,0.395,0.767,195205,0.551,0,0.13,-6.654,0,0.118,139.937,4,0.881,11
