title,artist,id,spotifyURL,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,key
Don't Bring Me Down,PREP,72ahyckBJfTigJCFCviVN7,https://open.spotify.com/track/72ahyckBJfTigJCFCviVN7,0.144,0.638,243373,0.867,0.000733,0.0846,-6.469,1,0.0331,115.692,4,0.805,2
Airplanes,Local Natives,6lV2MSQmRIkycDScNtrBXO,https://open.spotify.com/track/6lV2MSQmRIkycDScNtrBXO,0.11,0.66,180480,0.867,0,0.0368,-4.285,0,0.116,93.033,4,0.377,6
Sunset Chaser,Ragamuffs,0US7M5Cc4HToQXy99z92SV,https://open.spotify.com/track/0US7M5Cc4HToQXy99z92SV,0.316,0.483,330630,0.571,0.00274,0.18,-7.09,1,0.0431,127.872,4,0.333,5
Hot Wax,King Gizzard & The Lizard Wizard,687yagvo8PZFbeY8ctz3vL,https://open.spotify.com/track/687yagvo8PZFbeY8ctz3vL,0.105,0.517,209012,0.892,0.00189,0.285,-6.917,1,0.0636,132.763,4,0.766,1
City,Marlon Funaki,6ap9lSRJ0iLriGLqoJ44cq,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,0.042,0.686,112493,0.541,0,0.0675,-4.993,0,0.0493,120.082,4,0.724,0
Jivin' & Vibin',Daryl Kim,2TPgTalamw4mC4MCLOvkEp,https://open.spotify.com/track/2TPgTalamw4mC4MCLOvkEp,0.114,0.82,187835,0.595,0,0.0545,-7.512,0,0.0806,135.022,4,0.683,9
Pretty Face,Maya Delilah,07tbYac108weqzeP7Bhwon,https://open.spotify.com/track/07tbYac108weqzeP7Bhwon,0.00235,0.538,230787,0.89,0,0.354,-3.193,1,0.0489,143.022,4,0.628,11
Work of Art,Alex J. Price,0CmN570l8ZwQpI70oV8Avg,https://open.spotify.com/track/0CmN570l8ZwQpI70oV8Avg,0.622,0.536,169494,0.408,0,0.0813,-6.941,1,0.0493,91.907,4,0.4,6
Perfect Day,Melissa Polinar,4TOMI010Sd4ZAX4aZ5TS85,https://open.spotify.com/track/4TOMI010Sd4ZAX4aZ5TS85,0.744,0.4,225000,0.267,0.00734,0.103,-12.488,1,0.0323,144.799,3,0.0872,10
i'm lost for words,Gabriel,7MTba27fW6MgauKXvQ7gqw,https://open.spotify.com/track/7MTba27fW6MgauKXvQ7gqw,0.0865,0.895,137097,0.387,0.0000163,0.0629,-11.127,1,0.0802,93.006,4,0.886,10
Magical Thinking,Haley Joelle,4VdbbFS3dARs0QlGW1jZBf,https://open.spotify.com/track/4VdbbFS3dARs0QlGW1jZBf,0.601,0.635,173661,0.393,0.000118,0.16,-10.768,0,0.0241,87.008,4,0.361,7
Steam,Leon Bridges,0OFx1SDlSF7BueX3xZBjG4,https://open.spotify.com/track/0OFx1SDlSF7BueX3xZBjG4,0.991,0.663,457475,0.458,0.558,0.358,-13.81,1,0.837,89.991,4,0.695,8
ADULTHOOD,Jon Batiste,4FblU56VwlVyJuvq4H6GRv,https://open.spotify.com/track/4FblU56VwlVyJuvq4H6GRv,0.0853,0.85,221702,0.322,0.6,0.0682,-8.682,1,0.129,86.006,4,0.576,2
Motorbike,Leon Bridges,2HYay9cjoX0v5mgOaQFufh,https://open.spotify.com/track/2HYay9cjoX0v5mgOaQFufh,0.0137,0.638,146762,0.933,0.0415,0.162,-5.15,0,0.0998,114.869,4,0.567,0
Hard Days Love,Lily Moore,4OHWSZO1Y2tfE1i1jkQRcO,https://open.spotify.com/track/4OHWSZO1Y2tfE1i1jkQRcO,0.271,0.386,223560,0.646,0,0.152,-6.958,0,0.0443,121.481,4,0.198,9
Deja Vu,Crispy脆樂團,6HU7h9RYOaPRFeh0R3UeAr,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr,0.584,0.442,215507,0.612,0.0000057,0.37,-7.222,1,0.112,180.917,4,0.178,2
Rachel,PREP,37f4ITSlgPX81ad2EvmVQr,https://open.spotify.com/track/37f4ITSlgPX81ad2EvmVQr,0.0549,0.564,204013,0.714,0,0.155,-4.987,1,0.129,175.924,4,0.33,7
Be My Own Boyfriend - Live At The Jazz Cafe,Olivia Dean,1SQkwRejM42aSiv8DNRMZ9,https://open.spotify.com/track/1SQkwRejM42aSiv8DNRMZ9,0.451,0.609,218820,0.418,0.0013,0.708,-7.726,1,0.0442,121.87,4,0.389,8
Rubber Boots,Yuno Miles,0st4i2t0sog8lyUegNoAf1,https://open.spotify.com/track/0st4i2t0sog8lyUegNoAf1,0.0283,0.808,174400,0.674,0,0.0907,-6.142,1,0.195,154.977,4,0.414,1
Pantone 17 13 30,Yuna,2GeR7M97pCrWrMh8d6BlrF,https://open.spotify.com/track/2GeR7M97pCrWrMh8d6BlrF,0.558,0.738,186818,0.324,0.00277,0.0791,-10.622,1,0.0304,88.004,4,0.266,0
Love,Trousdale,0W4NhJhcqKCqEP2GIpDCDq,https://open.spotify.com/track/0W4NhJhcqKCqEP2GIpDCDq,0.064,0.688,255333,0.519,0,0.1,-4.285,1,0.0283,116.714,4,0.318,5
Something Special,Kyle McEvoy,5kkaSMcf4BFlhRRICCKZb6,https://open.spotify.com/track/5kkaSMcf4BFlhRRICCKZb6,0.252,0.739,158466,0.616,0.00000193,0.101,-6.963,0,0.0338,91.071,4,0.654,7
Smile,Marc Scibilia,4aR9bPMAOFySBuQSbVWF3d,https://open.spotify.com/track/4aR9bPMAOFySBuQSbVWF3d,0.00143,0.632,196893,0.639,0,0.221,-5.938,1,0.0259,95.506,4,0.733,5
The Good,Cynthia Erivo,44B9xspO3RycWjEJ3D8cKl,https://open.spotify.com/track/44B9xspO3RycWjEJ3D8cKl,0.0866,0.491,227267,0.48,0.000032,0.382,-3.568,0,0.0287,92.919,4,0.552,2
FaceTime,Karencici,4e7VchsH9GHSEjC40GDOCJ,https://open.spotify.com/track/4e7VchsH9GHSEjC40GDOCJ,0.225,0.868,124616,0.374,0,0.0972,-9.592,1,0.92,130.762,4,0.682,2
All Night,Jordy Searcy,4HPihl5dbwlsp1c6SKNccd,https://open.spotify.com/track/4HPihl5dbwlsp1c6SKNccd,0.189,0.806,136560,0.408,0.0000011,0.0622,-8.827,0,0.286,145.131,4,0.479,10
Over Tonight,Stacey Ryan,5tvVcsc5voPglTZi7gLtX4,https://open.spotify.com/track/5tvVcsc5voPglTZi7gLtX4,0.0222,0.61,200367,0.715,0,0.0869,-6.914,0,0.0354,146.941,4,0.54,1
MOSS (Feat. MINO, BOBBY) (Prod. MINO),Mudd the student,1cYDmIZtF2SGveyqhc7X1Y,https://open.spotify.com/track/1cYDmIZtF2SGveyqhc7X1Y,0.0458,0.715,244703,0.739,0,0.0552,-5.617,1,0.309,74.936,4,0.453,1
Like Before,Couch,27An0sDvzMb7GM6pRE9ycF,https://open.spotify.com/track/27An0sDvzMb7GM6pRE9ycF,0.987,0.56,135903,0.0345,0.918,0.102,-28.982,0,0.0353,48.281,4,0.34,11
TROUBLE (Prod. Slom),Don Mills,5UJTNrW72ZMubW2wKBf8g2,https://open.spotify.com/track/5UJTNrW72ZMubW2wKBf8g2,0.116,0.824,284978,0.586,0,0.13,-6.778,1,0.0978,95.991,4,0.423,11
Honey, There's the Door,Haley Reinhart,4s52lp8tyE4uDFZgKQIrPh,https://open.spotify.com/track/4s52lp8tyE4uDFZgKQIrPh,0.933,0.715,223893,0.376,0,0.321,-6.737,1,0.0356,110.164,4,0.336,6
Dance For Love,Zella Day,7HQjy1O5WUmq9bcRTCl8H3,https://open.spotify.com/track/7HQjy1O5WUmq9bcRTCl8H3,0.00526,0.69,262587,0.762,0.00128,0.119,-6.221,0,0.039,107.996,4,0.89,6
Party City,Sir Woman,0aQuBy6wRLPE3Al7Eqv3Fa,https://open.spotify.com/track/0aQuBy6wRLPE3Al7Eqv3Fa,0.13,0.542,264000,0.689,0.00357,0.147,-6.264,1,0.114,174.043,4,0.446,2
Black Bear Lane,Couch,2EW0wwl6un7WXMgajiZQoa,https://open.spotify.com/track/2EW0wwl6un7WXMgajiZQoa,0.564,0.543,197617,0.413,0.000828,0.107,-7.799,1,0.0293,69.896,4,0.342,8
Unknown,Alice Auer,0yyQOpUfKMOg1JpFQi2reh,https://open.spotify.com/track/0yyQOpUfKMOg1JpFQi2reh,0.76,0.479,280107,0.178,0.000168,0.0897,-9.98,1,0.0382,134.856,4,0.21,2
Somebody Good,Stacey Ryan,3VJhOglZvjVlpA4V5r3cQT,https://open.spotify.com/track/3VJhOglZvjVlpA4V5r3cQT,0.82,0.681,169507,0.221,0,0.143,-11.617,1,0.271,74.589,4,0.676,10
Hot Mess,david hugo,18eoNBn1L1li2TvPa2DupB,https://open.spotify.com/track/18eoNBn1L1li2TvPa2DupB,0.00205,0.642,172293,0.87,0,0.129,-4.096,1,0.11,119.987,4,0.73,7
Jealous,gianni & kyle,1aXV8GrmQLvgoFtBPERP7E,https://open.spotify.com/track/1aXV8GrmQLvgoFtBPERP7E,0.00491,0.474,122339,0.921,0.85,0.476,-10.431,0,0.0457,93.01,4,0.696,9
One And Only You,GOT7,6zeN8JegGShP3VFXqN0TAM,https://open.spotify.com/track/6zeN8JegGShP3VFXqN0TAM,0.142,0.593,200541,0.85,0,0.0205,-2.361,1,0.306,169.98,4,0.787,0
Snake Oil,PREP,5Xbe7I3WBWgX2Fkik3uRXx,https://open.spotify.com/track/5Xbe7I3WBWgX2Fkik3uRXx,0.0000428,0.426,219080,0.982,0.119,0.193,-4.212,0,0.25,167.941,4,0.362,4
Turn The Music Up,PREP,5oLWKwAejXRkOv8bKaTBO7,https://open.spotify.com/track/5oLWKwAejXRkOv8bKaTBO7,0.000637,0.579,199200,0.753,0.00046,0.161,-4.807,1,0.0388,120.017,4,0.373,2
All Wordz Are Made Up,The Voidz,2Q7QUy1t3wHhoUWA7v9aYH,https://open.spotify.com/track/2Q7QUy1t3wHhoUWA7v9aYH,0.00179,0.69,199320,0.972,0.412,0.0935,-3.396,0,0.0539,111.985,4,0.744,1
Me Myself and I,Clay and Friends,40YcuQysJ0KlGQTeGUosTC,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,0.0184,0.756,251467,0.674,0,0.158,-6.518,0,0.0959,111.995,4,0.389,0
Effortlessly,lo-1,3w0DDnBju4Vnnh8linfz1M,https://open.spotify.com/track/3w0DDnBju4Vnnh8linfz1M,0.0145,0.604,228902,0.814,0,0.374,-5.781,1,0.0353,146.975,4,0.763,5
Red Smoke,King Gizzard & The Lizard Wizard,1FQvepTcu752oQgf6FYgRW,https://open.spotify.com/track/1FQvepTcu752oQgf6FYgRW,0.000313,0.54,176200,0.84,0.00000197,0.159,-4.567,0,0.0557,140.006,4,0.688,6
The Idea,Stacey Ryan,548XPgE6OGmRyUGMi7XPZK,https://open.spotify.com/track/548XPgE6OGmRyUGMi7XPZK,0.426,0.458,208560,0.322,0,0.568,-13.268,1,0.0399,135.764,3,0.287,0
電線桿上的鳥,LÜCY,5qwczaEoBqJG2S5T2LqZKk,https://open.spotify.com/track/5qwczaEoBqJG2S5T2LqZKk,0.6,0.758,235280,0.576,0.00183,0.174,-6.988,0,0.0253,109.995,4,0.627,6
Sundress,Devin Kennedy,2aPTvyE09vUCRwVvj0I8WK,https://open.spotify.com/track/2aPTvyE09vUCRwVvj0I8WK,0.181,0.721,158206,0.707,0.00000368,0.143,-6.364,1,0.0595,125.005,4,0.743,6
MIA,Forrest Nolan,3Ueq2zboxwAbsvHrOjdEqz,https://open.spotify.com/track/3Ueq2zboxwAbsvHrOjdEqz,0.0141,0.817,210368,0.539,0.000496,0.099,-6.349,0,0.0621,97.061,4,0.158,6
Promise (I'll be),2PM,6mEvmO9MgEuFwyYFhWUANj,https://open.spotify.com/track/6mEvmO9MgEuFwyYFhWUANj,0.109,0.571,208573,0.945,0,0.104,-1.72,0,0.0723,159.903,4,0.511,1
Don't Look Back,PREP,1VbiENVGHwF5Y70Ywotwe1,https://open.spotify.com/track/1VbiENVGHwF5Y70Ywotwe1,0.688,0.595,207000,0.396,0.275,0.132,-16.103,1,0.0344,100.018,4,0.22,0
Unholy,Jonathan Young,3nqQXoyQOWXiESFLlDF1hG,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG,0.013,0.714,156943,0.472,0.00000451,0.266,-7.375,1,0.0864,131.121,4,0.238,2
Predator X,King Gizzard & The Lizard Wizard,5Rf9JILgZNODI0dnufYRW9,https://open.spotify.com/track/5Rf9JILgZNODI0dnufYRW9,0.00667,0.51,225661,0.865,0.242,0.14,-6.365,1,0.133,114.746,4,0.443,1
Dare I Care,The Voidz,3QFwqMCEkE5ZItQhMksIbB,https://open.spotify.com/track/3QFwqMCEkE5ZItQhMksIbB,0.0291,0.233,385228,0.924,0.075,0.182,-5.304,0,0.111,106.913,4,0.295,11
Candles,King Gizzard & The Lizard Wizard,1wa6QQsdSE3X2GbRljGpFk,https://open.spotify.com/track/1wa6QQsdSE3X2GbRljGpFk,0.373,0.715,183703,0.574,0,0.174,-6.236,1,0.0817,157,4,0.337,7
Nicole,Taylor Ashton,74nsOZqzZzyvFVvBy12I7Y,https://open.spotify.com/track/74nsOZqzZzyvFVvBy12I7Y,0.376,0.76,267093,0.458,0.000229,0.143,-8.834,1,0.19,84.08,4,0.581,7
25,Ethan Dufault,7GqIDx2QVGOpd4r1fZaUUW,https://open.spotify.com/track/7GqIDx2QVGOpd4r1fZaUUW,0.309,0.604,289800,0.905,0.0632,0.0837,-7.059,0,0.0578,147.448,4,0.723,4
SING,Jon Batiste,1mX6SYJ1ZpcoxQUiER8wOI,https://open.spotify.com/track/1mX6SYJ1ZpcoxQUiER8wOI,0.000233,0.606,270387,0.942,0.00000707,0.106,-3.618,1,0.0357,110.98,4,0.373,2
AM Gold,Train,6ttjTA8589PqK8DF9SBEC7,https://open.spotify.com/track/6ttjTA8589PqK8DF9SBEC7,0.000517,0.537,169228,0.866,0,0.0446,-2.229,0,0.053,139.892,4,0.454,1
Sweet (Single Edit),Jon Batiste,6o7Ge6JFuDGZXfV2KfkJ3T,https://open.spotify.com/track/6o7Ge6JFuDGZXfV2KfkJ3T,0.133,0.602,158239,0.642,0,0.146,-4.929,1,0.0419,148.02,4,0.687,7
ihateyou1000,Karencici,0J8YU5xbSqQIsoDVinTfx9,https://open.spotify.com/track/0J8YU5xbSqQIsoDVinTfx9,0.291,0.722,118250,0.476,0,0.22,-12.616,1,0.156,139.978,4,0.789,10
Blame,Harikiri,08uGhvS5MfBk7crUCpnjva,https://open.spotify.com/track/08uGhvS5MfBk7crUCpnjva,0.0782,0.673,289747,0.614,0,0.139,-5.426,1,0.103,176.052,4,0.362,7
Alabaster Jar - Live,Gateway Worship,3G36YqxxdFoiIlh7YklGGB,https://open.spotify.com/track/3G36YqxxdFoiIlh7YklGGB,0.117,0.237,479053,0.55,0.00000462,0.553,-7.204,1,0.0327,151.477,4,0.0762,7
SUN GOES DOWN (Prod. R.Tee),JUSTHIS,1pzMTqvKABFaYYde4coFSg,https://open.spotify.com/track/1pzMTqvKABFaYYde4coFSg,0.0425,0.723,170324,0.804,0,0.121,-5.518,1,0.219,124.016,4,0.428,1
Years Don't Lie,PREP,0QC7BLTXbVZ6gewe3gsGtI,https://open.spotify.com/track/0QC7BLTXbVZ6gewe3gsGtI,0.127,0.694,231053,0.655,0.00803,0.198,-6.978,1,0.0345,106.035,4,0.502,0
Wouldn't Wanna Know,PREP,3f2DvyeO89SRfEKlapVhaP,https://open.spotify.com/track/3f2DvyeO89SRfEKlapVhaP,0.316,0.524,210360,0.521,0.000885,0.085,-6.643,0,0.0415,94.996,4,0.951,11
White Room,Coldiac,3Xls4cNOwy01dtrNXb1inG,https://open.spotify.com/track/3Xls4cNOwy01dtrNXb1inG,0.191,0.553,298333,0.576,0.00664,0.0365,-13.458,1,0.0304,109.827,4,0.457,0
Evilest Man,King Gizzard & The Lizard Wizard,4CiIQIyFf0TR29jnvvQ9NQ,https://open.spotify.com/track/4CiIQIyFf0TR29jnvvQ9NQ,0.0068,0.472,458722,0.94,0.0266,0.103,-6.23,1,0.162,186.019,3,0.147,2
Cassandra Gemini,The Mars Volta,7niwGnlrDXwKtNteHbix2i,https://open.spotify.com/track/7niwGnlrDXwKtNteHbix2i,0.00406,0.374,285693,0.978,0.00105,0.685,-3.064,0,0.181,123.777,5,0.274,4
The Eternal Tao,The Voidz,0JQXzsRBi5HWGxAUOBy9CA,https://open.spotify.com/track/0JQXzsRBi5HWGxAUOBy9CA,0.0113,0.703,223633,0.789,0.00000996,0.352,-4.212,1,0.081,135.363,4,0.635,8
Fishing For Fishies,King Gizzard & The Lizard Wizard,5pY3EiMXG8nJPAVpsBw44B,https://open.spotify.com/track/5pY3EiMXG8nJPAVpsBw44B,0.13,0.537,301440,0.786,0.385,0.296,-6.653,1,0.0802,109.388,4,0.736,7
溫度,Julia Wu,5NwtQOZ3nlPXqvodEIoyt6,https://open.spotify.com/track/5NwtQOZ3nlPXqvodEIoyt6,0.717,0.666,206856,0.64,0,0.194,-7.838,0,0.0273,95.036,4,0.747,1
don't say you're ordinary,almost monday,0OETBTML0RzlfM4zofCsqa,https://open.spotify.com/track/0OETBTML0RzlfM4zofCsqa,0.00179,0.626,179335,0.732,0.000842,0.108,-4.934,1,0.0286,120.023,4,0.675,0
Another,Francis Karel,7otCGmgp9h4CsR2LhwB6gt,https://open.spotify.com/track/7otCGmgp9h4CsR2LhwB6gt,0.695,0.445,244360,0.537,0.000016,0.0941,-8.532,0,0.04,122.764,4,0.131,4
Shine Jesus Shine,Graham Kendrick,3dbMLnjppsv9pVW7eq9sAK,https://open.spotify.com/track/3dbMLnjppsv9pVW7eq9sAK,0.0813,0.54,147400,0.57,0,0.115,-7.962,1,0.0228,99.593,4,0.412,9
Pictures of You,PREP,5CgHsJyqFuW1U0E3d4Eyi6,https://open.spotify.com/track/5CgHsJyqFuW1U0E3d4Eyi6,0.00393,0.458,288027,0.746,0.0135,0.102,-6.129,1,0.0315,172.781,4,0.624,9
Cold Fire,PREP,1C8yK8kQsb2J4wzavoa1gR,https://open.spotify.com/track/1C8yK8kQsb2J4wzavoa1gR,0.994,0.349,181500,0.0572,0.927,0.0954,-25.687,1,0.037,77.259,3,0.354,10
All My Friends (feat. Tinashe & Chance the Rapper) - PREP Remix,Snakehips,5OYfA2ZVUabLca67F7Vtr3,https://open.spotify.com/track/5OYfA2ZVUabLca67F7Vtr3,0.203,0.727,249787,0.561,0.00000122,0.284,-4.948,0,0.0724,95.067,4,0.72,9
Back To You,PREP,514rhnksEwHUh6LxXsQ4Y9,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9,0.0984,0.6,210240,0.683,0.00000126,0.11,-6.271,1,0.0493,102.036,4,0.494,6
The Eternal Tao 2.0,The Voidz,6V3YD8Ozx3IvHSbIc4wypA,https://open.spotify.com/track/6V3YD8Ozx3IvHSbIc4wypA,0.0064,0.48,326613,0.783,0.00000883,0.0904,-4.019,1,0.0964,135.447,4,0.455,8
Melting Vibes,The Mellowells,5ig9P3W7ve7979HjfS2UNA,https://open.spotify.com/track/5ig9P3W7ve7979HjfS2UNA,0.00497,0.437,228906,0.891,0.0000856,0.406,-5.935,1,0.0603,159.998,4,0.51,9
Presumptuous,King Gizzard & The Lizard Wizard,6xoN3e0MNA43kVcKGwK9Y4,https://open.spotify.com/track/6xoN3e0MNA43kVcKGwK9Y4,0.42,0.712,293422,0.756,0.00172,0.24,-8.257,1,0.0907,155.992,4,0.873,5
Don't Lose Sight (Acoustic),Lawrence,5DGgATX8r6d53OU6eT0Dzt,https://open.spotify.com/track/5DGgATX8r6d53OU6eT0Dzt,0.716,0.33,406187,0.608,0,0.475,-3.447,1,0.0602,171.502,4,0.346,5
Making it Right,Harrison Finks,6Hjy33Aku74bDdbLWhe6U6,https://open.spotify.com/track/6Hjy33Aku74bDdbLWhe6U6,0.0286,0.577,137799,0.787,0,0.166,-7.258,1,0.262,174.059,4,0.827,7
Wtsdg (with Alessia Cara),CLAY,45Dhc9gFBVFwaxSgzBd7Lo,https://open.spotify.com/track/45Dhc9gFBVFwaxSgzBd7Lo,0.278,0.576,244014,0.468,0.0000287,0.104,-10.72,1,0.0417,155.907,4,0.341,9
Velcro (feat. Gus Dapperton),spill tab,4jN6jgeKdFG7oBeXg3qC26,https://open.spotify.com/track/4jN6jgeKdFG7oBeXg3qC26,0.0648,0.594,192794,0.577,0,0.123,-6.98,1,0.0637,145.059,4,0.369,4
Whisper My Name,Adi Oasis,3aYbfPld0ZVXk0XKxR3zKk,https://open.spotify.com/track/3aYbfPld0ZVXk0XKxR3zKk,0.173,0.672,188933,0.289,0.0000197,0.104,-14.848,1,0.0302,80.164,4,0.334,2
Saturday,Couch,12yHvSYFXI7PGzNecUvIDu,https://open.spotify.com/track/12yHvSYFXI7PGzNecUvIDu,0.0195,0.513,295466,0.979,0.0951,0.0906,-6.362,1,0.0425,152.875,4,0.94,0
Autumn,Couch,3AgqQbQWYLGsemeBHk1U1d,https://open.spotify.com/track/3AgqQbQWYLGsemeBHk1U1d,0.939,0.211,160667,0.348,0.00052,0.384,-10.12,0,0.0326,86.868,5,0.0981,2
Seasonal Love,Ali Gatie,4XsIjNzaTd19Kuldexl3RA,https://open.spotify.com/track/4XsIjNzaTd19Kuldexl3RA,0.496,0.627,185162,0.401,0,0.199,-6.221,0,0.027,145.94,3,0.249,4
How Great Is Our God - Live,Passion,6mOjAGbAr6yZFxuhC2cAYx,https://open.spotify.com/track/6mOjAGbAr6yZFxuhC2cAYx,0.147,0.343,291600,0.586,0,0.694,-6.962,1,0.0346,77.979,4,0.155,0
One Night,GUNNAR,74fQgHleHZ4V7Gm1XYcGkj,https://open.spotify.com/track/74fQgHleHZ4V7Gm1XYcGkj,0.263,0.874,195910,0.402,0.00094,0.147,-5.786,1,0.0691,119.99,4,0.764,4
15th Floor,PREP,14NAPaeP9jPGkWXso4J23B,https://open.spotify.com/track/14NAPaeP9jPGkWXso4J23B,0.23,0.868,270869,0.455,0.000107,0.197,-6.614,1,0.0338,118.022,4,0.803,8
Penelope,Early Eyes,4blPH3Uy89WnOnYlIv7Ev4,https://open.spotify.com/track/4blPH3Uy89WnOnYlIv7Ev4,0.326,0.609,194165,0.449,0.000115,0.147,-13.291,0,0.249,143.854,4,0.309,5
BETTER THINGS,BROCKHAMPTON,6zZWoHlF2zNSLUNLvx4GUl,https://open.spotify.com/track/6zZWoHlF2zNSLUNLvx4GUl,0.11,0.782,203216,0.767,0.00323,0.496,-5.383,1,0.0529,115.027,4,0.548,0
end credits,Sarah Kang,0V5Kukb6lGRNa8U0XJQ69u,https://open.spotify.com/track/0V5Kukb6lGRNa8U0XJQ69u,0.582,0.436,240390,0.506,0,0.0883,-5.104,0,0.15,171.342,4,0.31,0
about time,Sarah Kang,2khJckZKgm10rTK583uKuQ,https://open.spotify.com/track/2khJckZKgm10rTK583uKuQ,0.657,0.713,193047,0.421,0.00000232,0.139,-8.692,1,0.0362,79.005,3,0.59,11
Poems,Couch,6mxNtI7ZsCI0DySBPUH22p,https://open.spotify.com/track/6mxNtI7ZsCI0DySBPUH22p,0.233,0.65,161201,0.585,0,0.11,-6.225,1,0.0391,127.84,4,0.58,2
Feels So Good,Isak Thomas and The Stoop Boys,6oSoFV8IDRMrFh2C4aXIKt,https://open.spotify.com/track/6oSoFV8IDRMrFh2C4aXIKt,0.0729,0.58,242160,0.782,0,0.0574,-3.435,0,0.175,80.862,4,0.447,6
When You Lose Someone (Acoustic),The Dip,6eqWfdpYkmPZYX9iW5PRBZ,https://open.spotify.com/track/6eqWfdpYkmPZYX9iW5PRBZ,0.733,0.773,191012,0.336,0.000381,0.206,-12.03,1,0.0364,106.358,4,0.835,2
4U,Vinida Weng,23aigxgRn6cVPxkJF3S5oe,https://open.spotify.com/track/23aigxgRn6cVPxkJF3S5oe,0.232,0.412,218000,0.482,0.0061,0.124,-10.717,0,0.106,108.793,4,0.136,1
God Complex,The True Blue,7zoF1WCREeVmUgO9J9xlbf,https://open.spotify.com/track/7zoF1WCREeVmUgO9J9xlbf,0.07,0.466,179474,0.603,0,0.116,-4.632,1,0.0355,160.133,3,0.217,0
Better Is One Day,Matt Redman,5kWmmScSHeCDygSgi66s6E,https://open.spotify.com/track/5kWmmScSHeCDygSgi66s6E,0.000819,0.442,290787,0.724,0,0.157,-5.593,1,0.0283,150.008,4,0.367,6
Everytime We Touch - Version 1,Cascada,6jHnEQEyhQ1ORfLiBre56O,https://open.spotify.com/track/6jHnEQEyhQ1ORfLiBre56O,0.977,0.617,206613,0.186,0.951,0.106,-20.065,0,0.0501,124.032,4,0.35,5
Elevator (127F),NCT 127,2Go7eMyOdfKqKOC4x32RYt,https://open.spotify.com/track/2Go7eMyOdfKqKOC4x32RYt,0.105,0.731,209880,0.707,0,0.404,-3.808,0,0.0581,103.971,4,0.58,4
Runaway,PENTAGON,3DK6m7It6Pw857FcQftMds,https://open.spotify.com/track/3DK6m7It6Pw857FcQftMds,0.219,0.374,547733,0.568,0.00219,0.513,-3.825,0,0.109,84.733,4,0.111,1
10 Steps,Christian Leave,4U2GQlVHIerwX78jHpkOYN,https://open.spotify.com/track/4U2GQlVHIerwX78jHpkOYN,0.102,0.248,209132,0.837,0.00214,0.338,-6.534,1,0.0515,122.878,4,0.66,7
i just wanna go home,boy pablo,6AF00PUvxgVktZBMs7Apd4,https://open.spotify.com/track/6AF00PUvxgVktZBMs7Apd4,0.943,0.692,170971,0.0436,0,0.114,-13.093,1,0.0717,104.891,4,0.197,8
It's Working,MGMT,6cfvKRVBkw0i6usuYwsYSI,https://open.spotify.com/track/6cfvKRVBkw0i6usuYwsYSI,0.322,0.488,292240,0.389,0,0.299,-10.715,0,0.0672,108.314,4,0.353,7
She’s Dreaming,EXO,7lX7xZA7IJ10ga8mqZnf0j,https://open.spotify.com/track/7lX7xZA7IJ10ga8mqZnf0j,0.0816,0.59,242367,0.639,0,0.0788,-4.548,0,0.0427,72.496,4,0.462,11
Sunday Morning,The Main Squeeze,5qII2n90lVdPDcgXEEVHNy,https://open.spotify.com/track/5qII2n90lVdPDcgXEEVHNy,0.0913,0.608,244880,0.768,0,0.0629,-5.227,1,0.0475,88.059,4,0.809,0
Stand Up,Couch,3wNNbf63xkxw9rIVWtFy7a,https://open.spotify.com/track/3wNNbf63xkxw9rIVWtFy7a,0.268,0.616,303478,0.32,0,0.11,-10.194,1,0.0311,80.02,4,0.177,0
Sticking to My Guns,PJ Morton,5jFpDZYzYFb0YLHpR4l4Kw,https://open.spotify.com/track/5jFpDZYzYFb0YLHpR4l4Kw,0.207,0.771,221748,0.64,0.0000756,0.11,-9.792,1,0.387,108.981,4,0.781,1
人间天堂,王以太,42uG8EcBuRrBvnVEG35UDr,https://open.spotify.com/track/42uG8EcBuRrBvnVEG35UDr,0.25,0.737,207165,0.669,0,0.0982,-8.664,0,0.203,89.919,4,0.711,4
Better in My Head,The Ivy,31r5NLOx5L31PWYT9GvCQV,https://open.spotify.com/track/31r5NLOx5L31PWYT9GvCQV,0.0984,0.613,253760,0.718,0.00127,0.207,-7.862,1,0.0448,112.016,4,0.532,6
Perfect Conditions,Sam MacPherson,5pFXfJEhnCk20d3SAkDPlW,https://open.spotify.com/track/5pFXfJEhnCk20d3SAkDPlW,0.624,0.705,171613,0.385,0,0.504,-8.458,1,0.16,141.886,4,0.605,7
Shout to the Lord,Hillsong Worship,4Ma9gBNyCW8tbr8NMMPyEs,https://open.spotify.com/track/4Ma9gBNyCW8tbr8NMMPyEs,0.222,0.377,277273,0.412,0,0.118,-7.579,1,0.0255,76.009,4,0.261,9
